cell,year,cwb,latitude,longitude
8857,2025,-305.6,43.63197647434563,3.871107859593885
8858,2025,-344.59999999999997,43.63052874631882,3.97008181999927
8859,2025,-362.8,43.6289903710182,4.069050429035703
8860,2025,-383.3,43.62736150883425,4.168013287814015
8861,2025,-367.5,43.62564221996583,4.266970263849965
8862,2025,-392.0,43.62383230104442,4.365921696006498
8863,2025,-340.8,43.62193165541585,4.46486741451841
8864,2025,-336.3,43.61994039552355,4.56380655578902
8865,2025,-343.5,43.61785878100478,4.662738299020537
8866,2025,-356.8,43.61568687610563,4.761662268420135
8867,2025,-281.3,43.613424516731726,4.860578385832255
8868,2025,-259.5,43.61107152124545,4.959486569223745
8869,2025,-317.0,43.6086278970566,5.05838660502937
8870,2025,-261.7,43.6060940343632,5.157278110724255
8871,2025,-295.1,43.603469916553074,5.25616068219237
8872,2025,-290.40000000000003,43.600755251927126,5.355033896490697
8873,2025,-329.3,43.59795012265235,5.45389745755098
8874,2025,-399.7,43.595054640610925,5.552750981069693
8875,2025,-392.6,43.59206884550935,5.651594067633442
8876,2025,-440.3,43.5889927641164,5.75042664752561
8877,2025,-438.2,43.58582643693863,5.849248606085102
8878,2025,-456.4,43.58256991736108,5.948059594240788
8879,2025,-441.5,43.57922308133795,6.046859119171523
8880,2025,-411.5,43.5757857473812,6.145646682270833
8881,2025,-443.4,43.57225804280458,6.244422059888873
8882,2025,-451.0,43.56864018731463,6.343185084108835
8883,2025,-417.90000000000003,43.56493226277573,6.44193542032941
8884,2025,-429.7,43.56113429004547,6.5406726895158025
8885,2025,-428.7,43.55724621664208,6.63939664479438
8886,2025,-222.2,43.55326796231837,6.738107114748485
8887,2025,-233.7,43.5491995792658,6.83680382805183
8934,2025,95.7,43.57038700641415,2.682690761361935
8935,2025,110.89999999999998,43.5700262133064,2.7815778470435
8936,2025,-49.199999999999996,43.56957492590262,2.8804633966250326
8937,2025,-143.4,43.56903312209305,2.9793472492826223
8938,2025,-460.3,43.56840080094368,3.0782292571834
8939,2025,-468.3,43.567678102710126,3.1771095190915823
8940,2025,-488.9,43.5668651438725,3.27598797184083
8941,2025,-367.9,43.56596156507148,3.3748632524003974
8942,2025,-305.6,43.56496710659078,3.473734153847375
8943,2025,-374.0,43.56388224319698,3.5726011785645326
