fid;alt;ru;cwb_2020;cwb_2021;cwb_2022;cwb_2023;cwb_2024;cwb_2025
48768;2031.09998;;-25.35958;-255.43621;-345.86052;-384.70094;-261.11658;-170.39999
48769;2223.3999;;-25.35958;-255.43621;-345.86052;-384.70094;-261.11658;-170.39999
48770;1912.40002;;-25.35958;-255.43621;-345.86052;-384.70094;-261.11658;-170.39999
48771;1395.30005;;-25.35958;-255.43621;-345.86052;-384.70094;-261.11658;-348.70001
48772;1659.19995;;-25.35958;-255.43621;-345.86052;-384.70094;-261.11658;-348.70001
48773;1699.59998;;-25.35958;-255.43621;-345.86052;-384.70094;-261.11658;-348.70001
48774;1277.5;;-25.35958;-255.43621;-345.86052;-384.70094;-261.11658;-348.70001
48775;1526;;-25.35958;-255.43621;-345.86052;-384.70094;-261.11658;-348.70001
48776;1266.40002;;-25.35958;-255.43621;-345.86052;-384.70094;-261.11658;-348.70001
48777;1280.19995;;-50.0847;-259.91793;-344.07975;-414.33952;-300.01254;-348.70001
48778;1282;;-53.74326;-297.11754;-394.03434;-427.63114;-313.74578;-348.70001
48779;1398.40002;;-50.0847;-259.91793;-344.07975;-414.33952;-300.01254;-348.70001
48780;1229.30005;;-53.74326;-297.11754;-394.03434;-427.63114;-313.74578;-348.70001
48781;1234.5;;-53.74326;-297.11754;-394.03434;-427.63114;-313.74578;-348.70001
48782;1319.69995;;-50.0847;-259.91793;-344.07975;-414.33952;-300.01254;-348.70001
48783;1231.40002;;-53.74326;-297.11754;-394.03434;-427.63114;-313.74578;-348.70001
48784;1202.80005;;-53.74326;-297.11754;-394.03434;-427.63114;-313.74578;-348.70001
48785;1409.90002;;-50.0847;-259.91793;-344.07975;-414.33952;-300.01254;-348.70001
48786;1287.90002;;-53.74326;-297.11754;-394.03434;-427.63114;-313.74578;-348.70001
48787;1143.80005;;-79.46125;-299.20183;-390.0755;-451.63445;-343.1685;-460.5
48788;1235.19995;;-76.58957;-308.39659;-393.52754;-457.65148;-348.74075;-460.5
48789;1395.30005;;-76.58957;-308.39659;-393.52754;-457.65148;-348.74075;-460.5
48790;1324;;-76.58957;-308.39659;-393.52754;-457.65148;-348.74075;-460.5
48791;1509.30005;;-76.58957;-308.39659;-393.52754;-457.65148;-348.74075;-460.5
48792;1716.40002;;-76.58957;-308.39659;-393.52754;-457.65148;-348.74075;-460.5
48793;1686.80005;;-76.58957;-308.39659;-393.52754;-457.65148;-348.74075;-460.5
48794;1780.09998;;-76.58957;-308.39659;-393.52754;-457.65148;-348.74075;-460.5
48795;1893;;-53.68815;-331.71315;-343.32048;-454.20859;-341.44213;-460.5
48796;1651.09998;;-76.58957;-308.39659;-393.52754;-457.65148;-348.74075;-460.5
48797;1773.80005;;-76.58957;-308.39659;-393.52754;-457.65148;-348.74075;-460.5
48798;1948.09998;;-53.68815;-331.71315;-343.32048;-454.20859;-341.44213;-460.5
48799;2052.19995;;-53.68815;-331.71315;-343.32048;-454.20859;-341.44213;-391.29999
48800;1893.09998;;-33.06287;-294.90248;-387.85322;-431.00085;-322.43336;-460.5
48801;1870.30005;;-25.58613;-324.50191;-394.14381;-445.37135;-335.9951;-460.5
48802;2102.8999;;-25.58613;-324.50191;-394.14381;-445.37135;-335.9951;-391.29999
48803;1909.19995;;-25.58613;-324.50191;-394.14381;-445.37135;-335.9951;-391.29999
48804;1849;;-33.06287;-294.90248;-387.85322;-431.00085;-322.43336;-460.5
48805;2050;;-25.58613;-324.50191;-394.14381;-445.37135;-335.9951;-460.5
48806;2124.30005;;-25.58613;-324.50191;-394.14381;-445.37135;-335.9951;-391.29999
48807;1783.59998;;-33.06287;-294.90248;-387.85322;-431.00085;-322.43336;-460.5
48808;2005.09998;;-25.58613;-324.50191;-394.14381;-445.37135;-335.9951;-460.5
48809;2202.8999;;-25.58613;-324.50191;-394.14381;-445.37135;-335.9951;-391.29999
48810;1844.69995;;-33.06287;-294.90248;-387.85322;-431.00085;-322.43336;-220.8
48811;2081.6001;;-25.58613;-324.50191;-394.14381;-445.37135;-335.9951;-220.8
48812;2202.80005;;-25.58613;-324.50191;-394.14381;-445.37135;-335.9951;
48813;2104.5;;-33.06287;-294.90248;-387.85322;-431.00085;-322.43336;-220.8
48814;2264.1001;;-25.58613;-324.50191;-394.14381;-445.37135;-335.9951;-220.8
48815;2414.1001;;-25.58613;-324.50191;-394.14381;-445.37135;-335.9951;
48816;2348.1001;;37.71368;-247.11341;-346.04152;-382.79455;-272.74212;-220.8
48817;2426.5;;18.46644;-318.5979;-432.01119;-434.37915;-330.28421;-220.8
48818;2155.19995;;37.71368;-247.11341;-346.04152;-382.79455;-272.74212;-220.8
48819;2432.5;;37.71368;-247.11341;-346.04152;-382.79455;-272.74212;-220.8
48820;2494.5;;18.46644;-318.5979;-432.01119;-434.37915;-330.28421;-220.8
48821;2523;;37.71368;-247.11341;-346.04152;-382.79455;-272.74212;-220.8
48822;2401;;37.71368;-247.11341;-346.04152;-382.79455;-272.74212;-220.8
48823;2523.3999;;37.71368;-247.11341;-346.04152;-382.79455;-272.74212;-220.8
48824;2640.30005;;37.71368;-247.11341;-346.04152;-382.79455;-272.74212;-220.8
48825;2535.69995;;37.71368;-247.11341;-346.04152;-382.79455;-272.74212;-220.8
48826;2583.3999;;37.71368;-247.11341;-346.04152;-382.79455;-272.74212;-220.8
48827;2807.19995;;37.71368;-247.11341;-346.04152;-382.79455;-272.74212;-220.8
48828;2417;;198.38601;-263.75376;-419.37593;-376.4055;-309.57395;-220.8
48829;2786.30005;;197.26165;-264.49361;-414.2772;-368.3633;-298.03267;-220.8
48830;2777;;198.38601;-263.75376;-419.37593;-376.4055;-309.57395;-44.3
48831;2466.3999;;198.38601;-263.75376;-419.37593;-376.4055;-309.57395;-44.3
48832;2466.19995;;198.38601;-263.75376;-419.37593;-376.4055;-309.57395;-310.5
48833;2411.19995;;198.38601;-263.75376;-419.37593;-376.4055;-309.57395;-44.3
48834;2747.1001;;198.38601;-263.75376;-419.37593;-376.4055;-309.57395;-44.3
48835;2112.5;;198.38601;-263.75376;-419.37593;-376.4055;-309.57395;-310.5
48836;2601.19995;;198.38601;-263.75376;-419.37593;-376.4055;-309.57395;-44.3
48837;2770.69995;;198.38601;-263.75376;-419.37593;-376.4055;-309.57395;-44.3
48838;2484.5;;198.38601;-263.75376;-419.37593;-376.4055;-309.57395;-310.5
48839;2406.19995;;198.38601;-263.75376;-419.37593;-376.4055;-309.57395;-44.3
48840;2505;;198.38601;-263.75376;-419.37593;-376.4055;-309.57395;-44.3
48841;2507.8999;;275.80317;-266.57679;-448.26891;-385.29974;-325.91489;-44.3
48842;2453.3999;;275.80317;-266.57679;-448.26891;-385.29974;-325.91489;-44.3
48843;2441.69995;;275.80317;-266.57679;-448.26891;-385.29974;-325.91489;-44.3
48844;2615.3999;;275.80317;-266.57679;-448.26891;-385.29974;-325.91489;-44.3
48845;2403.5;;275.80317;-266.57679;-448.26891;-385.29974;-325.91489;-310.5
48846;2717.8999;;275.80317;-266.57679;-448.26891;-385.29974;-325.91489;-44.3
48847;2658.80005;;275.80317;-266.57679;-448.26891;-385.29974;-325.91489;-44.3
48848;2607.80005;;275.80317;-266.57679;-448.26891;-385.29974;-325.91489;-310.5
48849;2790.30005;;275.80317;-266.57679;-448.26891;-385.29974;-325.91489;-44.3
48850;2318.5;;275.80317;-266.57679;-448.26891;-385.29974;-325.91489;-299.10001
48851;2464.19995;;275.80317;-266.57679;-448.26891;-385.29974;-325.91489;
48852;2587.80005;;189.3686;-325.71213;-482.35156;-423.00555;-349.81743;-299.10001
48853;2615;;189.3686;-325.71213;-482.35156;-423.00555;-349.81743;-299.10001
48854;2293.6001;;189.3686;-325.71213;-482.35156;-423.00555;-349.81743;-299.10001
48855;2532.80005;;189.3686;-325.71213;-482.35156;-423.00555;-349.81743;-299.10001
48856;2532.69995;;189.3686;-325.71213;-482.35156;-423.00555;-349.81743;
48857;2136.5;;189.3686;-325.71213;-482.35156;-423.00555;-349.81743;-299.10001
48858;2396.5;;189.3686;-325.71213;-482.35156;-423.00555;-349.81743;
48859;2196.19995;;189.3686;-325.71213;-482.35156;-423.00555;-349.81743;-299.10001
48860;2311.19995;;189.3686;-325.71213;-482.35156;-423.00555;-349.81743;
48861;2454;;189.3686;-325.71213;-482.35156;-423.00555;-349.81743;
48862;2301.6001;;189.3686;-325.71213;-482.35156;-423.00555;-349.81743;-299.10001
48863;2428.1001;;189.3686;-325.71213;-482.35156;-423.00555;-349.81743;
48864;2420.3999;;189.3686;-325.71213;-482.35156;-423.00555;-349.81743;
48865;2315;;306.84597;-313.07925;-442.0564;-363.89555;-272.53562;-299.10001
48866;2283.19995;;306.84597;-313.07925;-442.0564;-363.89555;-272.53562;
48867;2380.30005;;306.84597;-313.07925;-442.0564;-363.89555;-272.53562;
48868;2415.6001;;306.84597;-313.07925;-442.0564;-363.89555;-272.53562;
48869;2371;;327.93319;-309.84234;-420.46946;-335.85288;-228.87876;
48870;2178.1001;;306.84597;-313.07925;-442.0564;-363.89555;-272.53562;318.60001
48871;2257.69995;;306.84597;-313.07925;-442.0564;-363.89555;-272.53562;318.60001
48872;2352;;327.93319;-309.84234;-420.46946;-335.85288;-228.87876;318.60001
48873;1989;;306.84597;-313.07925;-442.0564;-363.89555;-272.53562;318.60001
48874;2061.30005;;327.93319;-309.84234;-420.46946;-335.85288;-228.87876;318.60001
48875;1972.69995;;327.93319;-309.84234;-420.46946;-335.85288;-228.87876;318.60001
48876;1843.69995;;306.84597;-313.07925;-442.0564;-363.89555;-272.53562;318.60001
48877;1706.59998;;327.93319;-309.84234;-420.46946;-335.85288;-228.87876;318.60001
48878;1570.40002;;327.93319;-309.84234;-420.46946;-335.85288;-228.87876;318.60001
48879;1690.30005;;543.54101;-258.34208;-375.46435;-270.17104;-151.34058;318.60001
48880;1420;;543.54101;-258.34208;-375.46435;-270.17104;-151.34058;318.60001
48881;1403.59998;;543.54101;-258.34208;-375.46435;-270.17104;-151.34058;318.60001
48882;1182;;543.54101;-258.34208;-375.46435;-270.17104;-151.34058;318.60001
48883;1667.40002;;543.54101;-258.34208;-375.46435;-270.17104;-151.34058;318.60001
48884;1562.09998;;543.54101;-258.34208;-375.46435;-270.17104;-151.34058;318.60001
48885;1243.5;;543.54101;-258.34208;-375.46435;-270.17104;-151.34058;318.60001
48886;1437.21997;;543.54101;-258.34208;-375.46435;-270.17104;-151.34058;318.60001
48887;1166.30005;;543.54101;-258.34208;-375.46435;-270.17104;-151.34058;318.60001
48888;1281.81995;;543.54101;-258.34208;-375.46435;-270.17104;-151.34058;318.60001
48889;1061.18994;;543.54101;-258.34208;-375.46435;-270.17104;-151.34058;318.60001
48890;1349.63;;543.54101;-258.34208;-375.46435;-270.17104;-151.34058;318.60001
48891;1350;;419.51935;-313.01946;-427.78625;-330.34405;-212.07695;-36.4
48892;1600.80005;;419.51935;-313.01946;-427.78625;-330.34405;-212.07695;-36.4
48893;1607.32996;;419.51935;-313.01946;-427.78625;-330.34405;-212.07695;-36.4
48894;1308.22998;;419.51935;-313.01946;-427.78625;-330.34405;-212.07695;-36.4
48895;1342.32996;;419.51935;-313.01946;-427.78625;-330.34405;-212.07695;-36.4
48896;1397.07996;;467.1743;-303.51286;-407.75295;-297.75983;-175.0971;-36.4
48897;1250.87;;419.51935;-313.01946;-427.78625;-330.34405;-212.07695;-36.4
48898;1487.19995;;467.1743;-303.51286;-407.75295;-297.75983;-175.0971;-36.4
48899;1512.31006;;467.1743;-303.51286;-407.75295;-297.75983;-175.0971;-82
48900;1165.20996;;467.1743;-303.51286;-407.75295;-297.75983;-175.0971;-36.4
48901;1171.64001;;467.1743;-303.51286;-407.75295;-297.75983;-175.0971;-82
48902;1297.88;;467.1743;-303.51286;-407.75295;-297.75983;-175.0971;-82
48903;1060.81995;;467.1743;-303.51286;-407.75295;-297.75983;-175.0971;-36.4
48904;1245.68005;;467.1743;-303.51286;-407.75295;-297.75983;-175.0971;-82
48905;1170.5;;467.1743;-303.51286;-407.75295;-297.75983;-175.0971;-82
48906;1111;;467.1743;-303.51286;-407.75295;-297.75983;-175.0971;-82
48907;982.69;;381.72155;-332.9012;-462.62613;-387.86239;-268.85069;-82
48908;1109.07996;;381.72155;-332.9012;-462.62613;-387.86239;-268.85069;-82
48909;1092.26001;;381.72155;-332.9012;-462.62613;-387.86239;-268.85069;-82
48910;1001.84998;;381.72155;-332.9012;-462.62613;-387.86239;-268.85069;-82
48911;977.01001;;381.72155;-332.9012;-462.62613;-387.86239;-268.85069;-82
48912;1018.56;;381.72155;-332.9012;-462.62613;-387.86239;-268.85069;-82
48913;915.34003;;381.72155;-332.9012;-462.62613;-387.86239;-268.85069;-82
48914;926.84998;;381.72155;-332.9012;-462.62613;-387.86239;-268.85069;-82
48915;848.44;;381.72155;-332.9012;-462.62613;-387.86239;-268.85069;-82
48916;1240.29004;;381.72155;-332.9012;-462.62613;-387.86239;-268.85069;-82
48917;901.84998;;381.72155;-332.9012;-462.62613;-387.86239;-268.85069;-130
48918;944.94;;381.72155;-332.9012;-462.62613;-387.86239;-268.85069;-130
48919;1163.68005;;381.72155;-332.9012;-462.62613;-387.86239;-268.85069;-130
48920;1125.72998;;381.72155;-332.9012;-462.62613;-387.86239;-268.85069;-130
48921;1068.14001;;381.72155;-332.9012;-462.62613;-387.86239;-268.85069;-130
48922;970.15997;;381.72155;-332.9012;-462.62613;-387.86239;-268.85069;-130
48923;1283.14001;;192.44386;-399.00331;-436.66746;-455.18152;-337.73441;-130
48924;1219.96997;;192.44386;-399.00331;-436.66746;-455.18152;-337.73441;-130
48925;938.13;;192.44386;-399.00331;-436.66746;-455.18152;-337.73441;-199
48926;1075;;192.44386;-399.00331;-436.66746;-455.18152;-337.73441;-130
48927;1205.13;;192.44386;-399.00331;-436.66746;-455.18152;-337.73441;-199
48928;1019.53998;;192.44386;-399.00331;-436.66746;-455.18152;-337.73441;-130
48929;1062.06006;;192.44386;-399.00331;-436.66746;-455.18152;-337.73441;-199
48930;904.82001;;192.44386;-399.00331;-436.66746;-455.18152;-337.73441;-130
48931;1020.40997;;192.44386;-399.00331;-436.66746;-455.18152;-337.73441;-130
48932;832.21997;;192.44386;-399.00331;-436.66746;-455.18152;-337.73441;-130
48933;891.51001;;192.44386;-399.00331;-436.66746;-455.18152;-337.73441;-130
48934;790.98999;;130.57081;-428.38081;-496.99248;-423.10841;-306.8325;-130
48935;812.77002;;130.57081;-428.38081;-496.99248;-423.10841;-306.8325;-130
48936;612.28003;;130.57081;-428.38081;-496.99248;-423.10841;-306.8325;-130
48937;801.89001;;130.57081;-428.38081;-496.99248;-423.10841;-306.8325;-251.39999
48938;900.35999;;130.57081;-428.38081;-496.99248;-423.10841;-306.8325;-251.39999
48939;547.28998;;130.57081;-428.38081;-496.99248;-423.10841;-306.8325;-251.39999
48940;823.08002;;130.57081;-428.38081;-496.99248;-423.10841;-306.8325;-251.39999
48941;798.98999;;130.57081;-428.38081;-496.99248;-423.10841;-306.8325;-251.39999
48942;676.41998;;130.57081;-428.38081;-496.99248;-423.10841;-306.8325;-251.39999
48943;785.16998;;130.57081;-428.38081;-496.99248;-423.10841;-306.8325;-251.39999
48944;604.14001;;130.57081;-428.38081;-496.99248;-423.10841;-306.8325;-251.39999
48945;963.34998;;261.08448;-397.1203;-508.05068;-435.05028;-319.40106;-155.7
48946;741.60999;;88.3995;-451.77745;-496.99248;-423.10841;-306.8325;-251.39999
48947;695.39001;;88.3995;-451.77745;-496.99248;-423.10841;-306.8325;-251.39999
48948;1040.03003;;261.08448;-397.1203;-529.93502;-462.27629;-345.89128;-155.7
48949;875.29999;;261.08448;-397.1203;-529.93502;-462.27629;-345.89128;-155.7
48950;996.65002;;261.08448;-397.1203;-529.93502;-462.27629;-345.89128;-155.7
48951;911.59003;;211.65748;-427.45339;-567.75154;-514.60807;-400.38702;-155.7
48952;1090.71997;;261.08448;-397.1203;-529.93502;-462.27629;-345.89128;-155.7
48953;968.22998;;211.65748;-427.45339;-567.75154;-514.60807;-400.38702;-155.7
48954;1140.32996;;128.22771;-476.06156;-567.75154;-514.60807;-400.38702;-237.8
48955;1104.87;;128.22771;-476.06156;-595.38741;-553.3717;-438.51119;-237.8
48956;1248.04004;;128.22771;-476.06156;-595.38741;-553.3717;-438.51119;-237.8
48957;886.23999;;128.22771;-476.06156;-595.38741;-553.3717;-438.51119;-237.8
48958;986.03998;;214.31623;-426.25331;-537.26923;-468.47626;-351.78831;-237.8
48959;697.20001;;128.22771;-476.06156;-595.38741;-553.3717;-438.51119;-237.8
48960;684.97998;;214.31623;-426.25331;-537.26923;-468.47626;-351.78831;-237.8
48961;748.01001;;64.47834;-489.0535;-537.26923;-468.47626;-351.78831;-237.8
48962;745.34003;;-11.74352;-542.22384;-661.47555;-657.52322;-542.70538;-237.8
48963;577.03003;;-11.74352;-542.22384;-661.47555;-657.52322;-542.70538;-294.70001
48964;301.82001;;-137.78459;-602.65957;-687.41527;-716.9735;-603.12173;-294.70001
48965;377.73001;;-137.78459;-602.65957;-687.41527;-716.9735;-603.12173;-294.70001
48966;519.65997;;-137.78459;-602.65957;-687.41527;-716.9735;-603.12173;-294.70001
48967;506.10001;;-137.78459;-602.65957;-687.41527;-716.9735;-603.12173;-294.70001
48968;619.02002;;-158.90755;-612.41658;-687.41527;-716.9735;-603.12173;-294.70001
48969;883.21997;;-158.90755;-612.41658;-660.04071;-731.53658;-621.88617;-338.60001
48970;-0.45;;-388.89179;-763.47963;-839.23918;-940.02512;-864.68953;-330.89999
48971;0.23;;-388.89179;-763.47963;-839.23918;-940.02512;-864.68953;-330.89999
48972;-0.45;;-407.37494;-791.06072;-839.23918;-940.02512;-864.68953;-330.89999
48973;-0.45;;-407.37494;-791.06072;-839.23918;-940.02512;-864.68953;-330.89999
48974;-0.45;;-407.37494;-791.06072;-839.23918;-940.02512;-864.68953;-330.89999
48975;-0.45;;-407.37494;-791.06072;-822.38095;-910.68845;-827.2344;-330.89999
48976;-0.05;;-409.39452;-789.00927;-822.38095;-910.68845;-827.2344;-330.89999
48977;856.59998;;-109.56742;-626.14698;-566.81837;-736.93222;-650.61413;-338.60001
48978;-0.45;;-407.37494;-791.06072;-799.51046;-884.30928;-792.92019;-330.89999
48979;-0.45;;-407.37494;-791.06072;-799.51046;-884.30928;-792.92019;-330.89999
48980;-0.45;;-407.37494;-791.06072;-799.51046;-884.30928;-792.92019;-330.89999
48981;-0.45;;-407.37494;-791.06072;-799.51046;-884.30928;-792.92019;-330.89999
48982;-0.45;;-407.37494;-791.06072;-802.31654;-882.43162;-788.31859;-330.89999
48983;-0.05;;-409.39452;-789.00927;-802.31654;-882.43162;-788.31859;-330.89999
48984;-0.05;;-409.39452;-789.00927;-802.31654;-882.43162;-788.31859;-330.89999
48985;1008.78998;;-109.56742;-626.14698;-648.57417;-781.55676;-683.61061;-338.60001
48986;2.2;;-428.60152;-693.22345;-736.39116;-828.61965;-730.31548;-278.60001
48987;-0.45;;-400.03121;-718.06414;-799.51046;-884.30928;-792.92019;-330.89999
48988;-0.45;;-407.37494;-791.06072;-799.51046;-884.30928;-792.92019;-330.89999
48989;-0.45;;-407.37494;-791.06072;-799.51046;-884.30928;-792.92019;-330.89999
48990;-0.45;;-407.37494;-791.06072;-799.51046;-884.30928;-792.92019;-330.89999
48991;-0.45;;-407.37494;-791.06072;-799.51046;-884.30928;-792.92019;-330.89999
48992;-0.45;;-407.37494;-791.06072;-802.31654;-882.43162;-788.31859;-330.89999
48993;-0.05;;-409.39452;-789.00927;-802.31654;-882.43162;-788.31859;-330.89999
48994;-0.05;;-409.39452;-789.00927;-802.31654;-882.43162;-788.31859;-330.89999
48995;1.73;;-428.60152;-693.22345;-736.39116;-828.61965;-730.31548;-278.60001
48996;-0.15;;-428.60152;-693.22345;-736.54647;-823.21554;-725.21764;-278.60001
48997;0.23;;-428.37713;-707.63833;-736.54647;-823.21554;-725.21764;-278.60001
48998;-0.45;;-428.37713;-707.63833;-753.41849;-833.72002;-735.40634;-265.39999
48999;-0.45;;-400.03121;-718.06414;-753.41849;-833.72002;-735.40634;-265.39999
49000;-0.45;;-400.03121;-718.06414;-753.41849;-833.72002;-735.40634;-265.39999
49001;-0.45;;-400.03121;-718.06414;-753.41849;-833.72002;-735.40634;-265.39999
49002;-0.45;;-400.03121;-718.06414;-753.41849;-833.72002;-735.40634;-265.39999
49003;-0.45;;-400.03121;-718.06414;-799.51046;-884.30928;-792.92019;-330.89999
49004;-0.45;;-407.37494;-791.06072;-799.51046;-884.30928;-792.92019;-330.89999
49005;-0.45;;-407.37494;-791.06072;-799.51046;-884.30928;-792.92019;-330.89999
49006;-0.45;;-407.37494;-791.06072;-799.51046;-884.30928;-792.92019;-330.89999
49007;-0.45;;-407.37494;-791.06072;-799.51046;-884.30928;-792.92019;-330.89999
49008;-0.45;;-407.37494;-791.06072;-802.31654;-882.43162;-788.31859;-330.89999
49009;-0.05;;-409.39452;-789.00927;-802.31654;-882.43162;-788.31859;-330.89999
49010;-0.05;;-409.39452;-789.00927;-802.31654;-882.43162;-788.31859;-330.89999
49011;1046.14001;;-109.56742;-626.14698;-648.57417;-781.55676;-683.61061;-338.60001
49012;0.72;;-400.03121;-718.06414;-753.41849;-833.72002;-735.40634;
49013;-0.45;;-400.03121;-718.06414;-753.41849;-833.72002;-735.40634;
49014;-0.45;;-400.03121;-718.06414;-753.41849;-833.72002;-735.40634;
49015;-0.45;;-400.03121;-718.06414;-799.51046;-884.30928;-792.92019;
49016;-0.45;;-407.37494;-791.06072;-799.51046;-884.30928;-792.92019;
49017;0.88;;-407.37494;-791.06072;-799.51046;-884.30928;-792.92019;
49018;-0.45;;-407.37494;-791.06072;-799.51046;-884.30928;-792.92019;
49019;-0.45;;-407.37494;-791.06072;-799.51046;-884.30928;-792.92019;
49020;879.89001;;-109.56742;-626.14698;-648.57417;-781.55676;-683.61061;-310.10001
49021;-0.13;;-464.32083;-696.69651;-748.08469;-851.94107;-754.31638;-219.60001
49022;-0.13;;-492.85197;-749.83151;-748.08469;-851.94107;-754.31638;-219.60001
49023;1.22;;-401.54611;-662.78203;-736.54647;-823.21554;-725.21764;
49024;0.21;;-390.6108;-674.96399;-753.41849;-833.72002;-735.40634;
49025;-0.45;;-390.6108;-674.96399;-753.41849;-833.72002;-735.40634;
49026;0;;-390.6108;-674.96399;-799.51046;-884.30928;-792.92019;
49027;1.19;;-383.13836;-691.29496;-799.51046;-884.30928;-792.92019;
49028;-0.2;;-383.13836;-691.29496;-799.51046;-884.30928;-792.92019;
49029;1.68;;-383.13836;-691.29496;-802.31654;-882.43162;-788.31859;
49030;1.84;;-378.23052;-702.0569;-802.31654;-882.43162;-788.31859;
49031;2.54;;-378.23052;-702.0569;-802.31654;-882.43162;-788.31859;
49032;1.38;;-372.16629;-708.19458;-813.42458;-896.6539;-804.60352;
49033;2.05;;-364.34334;-711.52312;-821.31251;-908.24896;-818.32127;
49034;2.23;;-364.34334;-711.52312;-821.31251;-908.24896;-818.32127;
49035;1.88;;-364.34334;-711.52312;-808.06219;-888.80106;-795.06381;
49036;2.97;;-352.63766;-709.6175;-808.06219;-888.80106;-795.06381;
49037;2.94;;-352.63766;-709.6175;-808.06219;-888.80106;-795.06381;
49038;1;;-352.63766;-709.6175;-808.06219;-888.80106;-795.06381;
49039;1.51;;-352.63766;-709.6175;-808.06219;-888.80106;-795.06381;
49040;713.28998;;-181.82293;-732.86103;-648.57417;-781.55676;-683.61061;-310.10001
49041;-0.13;;-464.32083;-696.69651;-751.67981;-865.66132;-768.90445;-273.60001
49042;0.4;;-464.32083;-696.69651;-782.98986;-923.05228;-852.05056;-273.60001
49043;-0.13;;-464.32083;-696.69651;-782.98986;-923.05228;-852.05056;-219.60001
49044;-0.13;;-492.85197;-749.83151;-782.98986;-923.05228;-852.05056;-219.60001
49045;-0.13;;-492.85197;-749.83151;-782.98986;-923.05228;-852.05056;-219.60001
49046;1.52;;-415.02389;-660.24312;-727.18035;-798.1354;-675.37133;
49047;0.6;;-415.02389;-660.24312;-727.18035;-798.1354;-675.37133;
49048;0.6;;-415.02389;-660.24312;-727.18035;-798.1354;-675.37133;
49049;-0.45;;-390.6108;-674.96399;-737.37278;-798.62285;-678.51633;
49050;-0.45;;-390.6108;-674.96399;-737.37278;-798.62285;-678.51633;
49051;1.55;;-390.6108;-674.96399;-737.37278;-798.62285;-678.51633;
49052;1.96;;-390.6108;-674.96399;-750.02485;-809.5632;-691.88092;
49053;2.09;;-383.13836;-691.29496;-750.02485;-809.5632;-691.88092;
49054;1.18;;-383.13836;-691.29496;-750.02485;-809.5632;-691.88092;
49055;0.03;;-383.13836;-691.29496;-750.02485;-809.5632;-691.88092;
49056;4.1;;-307.28076;-694.10068;-742.37135;-810.61242;-697.43955;
49057;3.16;;-307.28076;-694.10068;-742.37135;-810.61242;-697.43955;
49058;839.07001;;-181.82293;-732.86103;-668.09415;-889.62876;-804.37913;-310.10001
49059;-0.12;;-464.32083;-696.69651;-751.67981;-865.66132;-768.90445;-273.60001
49060;21.73;;-464.32083;-696.69651;-782.98986;-923.05228;-852.05056;-273.60001
49061;1.17;;-464.32083;-696.69651;-782.98986;-923.05228;-852.05056;-219.60001
49062;-0.13;;-492.85197;-749.83151;-782.98986;-923.05228;-852.05056;-219.60001
49063;-0.13;;-492.85197;-749.83151;-782.98986;-923.05228;-852.05056;-219.60001
49064;2.59;;-436.80549;-673.63906;-739.85485;-830.16695;-717.56721;-219.60001
49065;1.55;;-436.80549;-673.63906;-739.85485;-830.16695;-717.56721;
49066;0.79;;-436.80549;-673.63906;-727.18035;-798.1354;-675.37133;
49067;47.22;;-401.54611;-662.78203;-737.37278;-798.62285;-678.51633;
49068;2.13;;-390.6108;-674.96399;-737.37278;-798.62285;-678.51633;
49069;295.66;;-209.57046;-644.05477;-678.42013;-779.16726;-663.99293;-310.10001
49070;28.52;;-464.32083;-696.69651;-782.98986;-923.05228;-852.05056;-273.60001
49071;6.85;;-464.32083;-696.69651;-782.98986;-923.05228;-852.05056;-219.60001
49072;-0.13;;-492.85197;-749.83151;-782.98986;-923.05228;-852.05056;-219.60001
49073;-0.13;;-492.85197;-749.83151;-782.98986;-923.05228;-852.05056;-219.60001
49074;0.5;;-492.85197;-749.83151;-739.85485;-830.16695;-717.56721;-219.60001
49075;1;;-436.80549;-673.63906;-739.85485;-830.16695;-717.56721;-219.60001
49076;286.34;;-209.57046;-644.05477;-678.42013;-779.16726;-663.99293;-310.10001
49077;7.25;;-464.32083;-696.69651;-782.98986;-923.05228;-852.05056;-273.60001
49078;-0.13;;-492.85197;-749.83151;-782.98986;-923.05228;-852.05056;-219.60001
49079;0.15;;-492.85197;-749.83151;-782.98986;-923.05228;-852.05056;-219.60001
49080;-0.13;;-492.85197;-749.83151;-782.98986;-923.05228;-852.05056;-219.60001
49081;570.28003;;-209.57046;-644.05477;-678.42013;-779.16726;-663.99293;
49082;0.61;;-460.78897;-684.80114;-782.98986;-923.05228;-852.05056;-219.60001
49083;493.37;;-237.85936;-630.76011;-678.42013;-779.16726;-663.99293;
49084;327.48001;;-237.85936;-630.76011;-686.3709;-754.11982;-623.32012;
49085;-0.08;;-461.8629;-675.27967;-733.61404;-823.46342;-688.25323;
49086;516.87;;-237.85936;-630.76011;-686.3709;-754.11982;-623.32012;
49087;44.33;;-264.69192;-656.76277;-707.1388;-778.15594;-652.63323;
49088;4.54;;-231.22238;-666.35168;-691.58718;-783.14137;-661.36102;
49089;328.98999;;-237.85936;-630.76011;-686.3709;-754.11982;-623.32012;
49090;216.44;;-237.85936;-630.76011;-686.3709;-754.11982;-623.32012;
49091;186.64999;;-268.11677;-606.37686;-686.3709;-754.11982;-623.32012;
